"plotID","plot","habitat","HA_ID_Number","tag_number","year","row","column","shts","ht","code","ranch","bdffp_reserve_no","x_09","y_09","infl","notes","sdlg_status","survey_status","treefall_status","adult_recruit"
"CF-1","Florestal-CF","CF","7034","1267","2004","D","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7034","1267","2005","D","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7034","1267","2006","D","7","1","10","sdlg (1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7034","1267","2007","D","7","1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7034","1267","2008","D","7","1","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7034","1267","2009","D","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"CF-1","Florestal-CF","CF","7140","1473","1998","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","1999","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2000","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2001","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2002","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2003","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2004","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2005","A","6","1","8","sdlg (1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2006","A","6","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2007","A","6",NA,NA,"missing (60)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2008","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7140","1473","2009","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","1998","B","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","1999","B","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2000","B","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2001","B","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2002","B","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2003","B","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2004","B","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2005","B","5","1","7","sdlg (1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2006","B","5","1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2007","B","5","1","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2008","B","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7141","1473","2009","B","5","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"CF-3","5756","CF","3821","16","1998","A","4","4","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","1999","A","4","8","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2000","A","4","11","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2001","A","4","4","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2002","A","4","5","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2003","A","4","3","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2004","A","4","4","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2005","A","4","3","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2006","A","4","3","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2007","A","4","4","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2008","A","4","6","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3821","16","2009","A","4","6","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","1998","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","1999","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2000","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2001","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2002","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2003","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2004","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2005","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2006","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2007","A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2008","A","6","8","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-3","5756","CF","3822","16","2009","A","6","6","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"CF-6","CaboFrio-CF","CF","5338","194","1998","A","8","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","1999","A","8","3","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2000","A","8",NA,NA,"missing (60)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2001","A","8","6","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2002","A","8","1","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2003","A","8",NA,NA,"missing (60)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2004","A","8","2","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2005","A","8","3","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2006","A","8","3","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2007","A","8","3","42","2x in field (200)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2008","A","8","4","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5338","194","2009","A","8","4","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","1998","C","10","2","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","1999","C","10","1","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2000","C","10",NA,NA,"missing (60)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2001","C","10","2","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2002","C","10","2","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2003","C","10",NA,NA,"missing (60)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2004","C","10",NA,NA,"missing (60)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2005","C","10","2","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2006","C","10",NA,NA,"missing (60)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2007","C","10","2","39","2x in field (200)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2008","C","10","2","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-6","CaboFrio-CF","CF","5339","194","2009","C","10","1","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"CF-1","Florestal-CF","CF","7333","1969","1998","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","1999","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2000","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2001","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2002","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2003","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2004","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2005","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2006","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2007","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2008","C","8","1","14","sdlg (1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7333","1969","2009","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","1998","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","1999","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2000","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2001","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2002","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2003","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2004","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2005","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2006","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2007","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2008","C","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","7334","1969","2009","C","9","2","12","sdlg (1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"CF-1","Florestal-CF","CF","6351","576","1998","D","2","8","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","1999","D","2","5","126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2000","D","2","3","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2001","D","2","6","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2002","D","2","8","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2003","D","2","8","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2004","D","2","5","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2005","D","2","5","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2006","D","2","5","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2007","D","2","4","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2008","D","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6351","576","2009","D","2","3","38","under branchfall (90)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","1998","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","1999","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2000","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2001","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2002","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2003","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2004","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2005","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2006","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2007","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2008","E","1","4","16","not on list (40)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CF-1","Florestal-CF","CF","6352","576","2009","E","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"FF-7","5754","10-ha","8368","810","1998","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8368","810","1999","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8368","810","2000","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8368","810","2001","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8368","810","2002","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8368","810","2003","A","5","2","25","no tag (50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8368","810","2004","A","5","3","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8368","810","2005","A","5","3","55","under branchfall (90)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8368","810","2006","A","5","5","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","1998","D","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","1999","D","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","2000","D","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","2001","D","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","2002","D","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","2003","D","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","2004","D","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","2005","D","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8367","810","2006","D","10","1","10","sdlg (1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"FF-7","5754","10-ha","8369","811","1998","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8369","811","1999","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8369","811","2000","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8369","811","2001","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8369","811","2002","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8369","811","2003","A","5","3","28","no tag (50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8369","811","2004","A","5","2","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8369","811","2005","A","5","3","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8369","811","2006","A","5","3","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","1998","E","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","1999","E","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","2000","E","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","2001","E","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","2002","E","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","2003","E","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","2004","E","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","2005","E","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8370","811","2006","E","9","2","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"FF-7","5754","10-ha","8371","812","1998","B","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8371","812","1999","B","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8371","812","2000","B","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8371","812","2001","B","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8371","812","2002","B","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8371","812","2003","B","4","3","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8371","812","2004","B","4","2","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8371","812","2005","B","4","2","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8371","812","2006","B","4",NA,NA,"dead (2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","1998","D","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","1999","D","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","2000","D","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","2001","D","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","2002","D","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","2003","D","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","2004","D","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","2005","D","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8372","812","2006","D","9","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","",""
"FF-7","5754","10-ha","8373","813","1998","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8373","813","1999","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8373","813","2000","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8373","813","2001","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FF-7","5754","10-ha","8373","813","2002","A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
